trap_id,code,line_id,trap_number,project_id,cat_trap,inactive,sponsor_id,trap_type_id,to_be_replaced,to_be_maintained,name,latitude,longitude
2363,MK77,25,500,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2364,MK78,25,501,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2365,MK79,25,502,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2366,MK80,25,503,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2367,MK81,25,504,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3771,MO01,197,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3772,MO02,197,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3773,MO03,197,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3774,MO04,197,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3775,MO05,197,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3776,MO06,197,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3777,MO07,197,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3778,MO08,197,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3779,MO09,197,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3780,MO10,197,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3781,MO11,197,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
282,MR01,4,70,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.984336,177.031854
283,MR02,4,71,1,NULL,NULL,1003,2,NULL,NULL,NULL,-37.984066,177.033314
284,MR03,4,72,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98388,177.034796
285,MR04,4,73,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.983604,177.035713
286,MR05,4,74,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.982867,177.037202
287,MR06,4,75,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.982323,177.038186
288,MR07,4,76,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.981859,177.039417
289,MR08,4,77,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98171,177.040572
290,MR09,4,78,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98000438,177.0422857
291,MR10,4,79,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.979715,177.042947
292,MR11,4,80,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97947,177.044891
293,MR12,4,81,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98096634,177.0468846
294,MR13,4,82,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98018521,177.0479287
295,MR14,4,83,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97916599,177.0490943
296,MR15,4,84,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97791129,177.0503267
297,MR16,4,85,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.977417,177.050926
298,MR17,4,86,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97510364,177.0531353
299,MR18,4,87,1,NULL,NULL,1041,2,NULL,NULL,NULL,-37.975136,177.053225
300,MR19,4,88,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.974307,177.054682
301,MR20,4,89,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97304,177.055941
352,MT01,8,130,1,NULL,NULL,1045,1,NULL,NULL,NULL,-37.964351,177.033364
353,MT02,8,131,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.96508,177.031984
354,MT03,8,132,1,NULL,NULL,1050,1,NULL,NULL,NULL,-37.965339,177.031671
355,MT04,8,133,1,NULL,NULL,1064,1,NULL,NULL,NULL,-37.96625,177.031868
356,MT05,8,134,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.966505,177.03147
357,MT06,8,135,1,NULL,NULL,1062,1,NULL,NULL,NULL,-37.966604,177.03056
358,MT07,8,136,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.967551,177.030905
359,MT08,8,137,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.967624,177.031528
360,MT09,8,138,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.967448,177.033218
3669,MT09a,8,139,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
361,MT10,8,140,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.967783,177.033479
362,MT11,8,141,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.968141,177.033094
2665,MT11a,8,142,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
363,MT12,8,143,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.968905,177.030637
364,MT13,8,144,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.970419,177.029356
365,MT14,8,145,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.971047,177.028309
366,MT15,8,146,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.971386,177.027125
367,MT16,8,147,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97163,177.026231
368,MT17,8,148,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.972277,177.025141
369,MT18,8,149,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97254,177.023967
3625,OP01,186,1,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3626,OP02,186,2,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3627,OP03,186,3,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3628,OP04,186,4,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3629,OP05,186,5,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3630,OP06,186,6,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3631,OP07,186,7,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3632,OP08,186,8,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3633,OP09,186,9,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3634,OP10,186,10,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3635,OP11,186,11,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
3636,OP12,186,12,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1100,OS01,78,204,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97191526,177.0453493
1101,OS02,78,205,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97263702,177.044292
1102,OS03,78,206,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97341201,177.0428516
1103,OS04,78,207,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97415096,177.0421138
1104,OS05,78,208,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9748625,177.0410977
1105,OS06,78,209,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9755064,177.0399345
1106,OS07,78,210,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97624652,177.0392909
1107,OS08,78,211,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97687659,177.0383573
1108,OS09,78,212,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97754471,177.0375851
382,OV01,10,163,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.968353,177.033468
383,OV02,10,164,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.968996,177.034274
384,OV03,10,165,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.969784,177.034273
385,OV04,10,166,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.969802,177.035104
386,OV05,10,167,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.969017,177.035682
387,OV06,10,168,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.969534,177.036748
388,OV07,10,169,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.970138,177.038353
545,OV08,10,170,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.970258,177.039618
54,OV09,10,171,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.970446,177.040762
55,OV10,10,172,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.970612,177.041991
56,OV11,10,173,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.971015,177.042945
57,OV12,10,174,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.971282,177.044104
546,OV12a,10,176,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
58,OV13,10,175,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.972263,177.045866
59,OV14,10,177,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.972836,177.04646
60,OV15,10,225,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.973586,177.046491
61,OV16,10,224,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.974297,177.045662
62,OV17,10,223,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.974882,177.044982
63,OV18,10,222,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.975635,177.044369
64,OV19,10,221,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.975928,177.043468
65,OV20,10,220,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97633,177.042337
66,OV21,10,219,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.976566,177.041327
67,OV22,10,218,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.976983,177.040247
68,OV23,10,217,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.977519,177.039607
69,OV24,10,216,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.978386,177.038891
70,OV25,10,215,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
453,OV26,10,189,1,NULL,NULL,1035,2,NULL,NULL,NULL,-37.979076,177.03937
454,OV27,10,190,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.979347,177.04028
455,OV28,10,191,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.980297,177.0404
456,OV29,10,192,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.981007,177.04065
972,PA01,62,662,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98702057,176.9892
973,PA02,62,663,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98403762,176.9910981
974,PA03,62,664,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98344509,176.991305
975,PA04,62,665,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98325258,176.9927285
976,PA05,62,666,1,NULL,NULL,1041,1,NULL,NULL,NULL,-37.98457303,176.9936309
1710,PE01,118,764,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1711,PE02,118,765,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1712,PE03,118,766,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1713,PE04a,118,767,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1714,PE04b,118,768,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1715,PE05a,118,769,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1716,PE05b,118,770,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1717,PE06,118,771,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1718,PE07,118,772,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3023,PK01,155,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96662897,177.0405353
3024,PK02,155,2,1,NULL,NULL,1059,NULL,NULL,NULL,NULL,-37.96743382,177.0417514
3025,PK03,155,3,1,NULL,NULL,1059,NULL,NULL,NULL,NULL,-37.96807917,177.0439373
3026,PK04,155,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96823004,177.0450493
3027,PK05,155,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96867873,177.0466669
3028,PK06,155,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96947689,177.0475527
3029,PK07,155,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96962003,177.0454898
3030,PK08,155,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.9691631,177.0443723
3031,PK09,155,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96897041,177.0429053
3032,PK10,155,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96984366,177.0418724
3033,PK11,155,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96917993,177.0417904
3034,PK12,155,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96871164,177.0410024
3035,PK13,155,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96862366,177.0396322
3036,PK14,155,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.96723482,177.0391577
3037,PK15,155,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.97079722,177.0492297
3038,PK16,155,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.97034798,177.0507638
3039,PK17,155,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.97055351,177.0518561
3040,PK18,155,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.97140238,177.0533592
3041,PK19,155,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.97174816,177.0548234
3042,PK20,155,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.97257871,177.0555518
1659,RF01,115,740,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1660,RF02,115,741,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1661,RF03,115,742,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1662,RF04,115,743,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1663,RF05,115,744,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1664,RF06,115,745,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1665,RF07,115,746,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1666,RF08,115,747,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1667,RF09,115,748,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1668,RF10,115,749,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1669,RF11,115,750,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1670,RF12,115,751,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1671,RF13,115,752,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1672,RF14,115,753,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1673,RF15,115,754,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1674,RF16,115,755,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1675,RF17,115,756,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1676,RF18,115,757,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1677,RF19,115,758,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1678,RF20,115,759,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2140,RF21,115,760,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2157,RF22,115,761,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2207,RF23,115,762,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2208,RF24,115,763,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1017,RUS1,69,706,1,NULL,NULL,1002,1,NULL,NULL,NULL,,
547,SF01,33,576,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97490777,177.0310368
548,SF02,33,577,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9743248,177.0312282
549,SF03,33,578,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9740342,177.0302725
550,SF04,33,579,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97406949,177.0296958
551,SF05,33,580,1,NULL,NULL,1060,1,NULL,NULL,NULL,-37.974201,177.0289144
2673,SM1,145,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
2674,SM2,145,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
2675,SM3,145,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
240,SP01,2,27,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.992669,177.03361
241,SP02,2,28,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.991357,177.033457
242,SP03,2,29,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.990415,177.034753
243,SP04,2,30,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.989977,177.036364
244,SP05,2,31,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.989293,177.037846
245,SP06,2,32,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.989997,177.039345
246,SP07,2,33,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.990266,177.041894
247,SP08,2,34,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.990695,177.043612
248,SP09,2,35,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.992005,177.043793
249,SP10,2,36,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.993014,177.044226
250,SP11,2,37,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.99445,177.044763
251,SP12,2,38,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.994049,177.046288
252,SP13,2,39,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.993374,177.047741
253,SP14,2,40,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.991976,177.048921
254,SP15,2,41,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.990649,177.050081
255,SP16,2,42,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98967,177.05181
256,SP17,2,43,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.988704,177.0534
257,SP18,2,44,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.988489,177.05503
258,SP19,2,45,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.99052,177.055029
259,SP20,2,46,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.990698,177.057267
260,SP21,2,47,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.990823,177.059417
261,SP22,2,48,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.991948,177.060849
1470,SP23,2,49,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.993247,177.059342
3751,SP24,2,50,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3752,SP25,2,51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
87,SS01,11,193,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97869661,177.0285437
88,SS02,11,194,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.979477,177.028739
89,SS03,11,195,1,NULL,NULL,1023,1,NULL,NULL,NULL,-37.979649,177.02973
1112,SS04,11,196,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.980034,177.030203
90,SS05,11,197,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.980028,177.031084
91,SS06,11,198,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.980174,177.03174
92,SS07,11,199,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98017,177.032912
93,SS08,11,200,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.979991,177.034063
94,SS09,11,201,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.979675,177.034795
95,SS10,11,202,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.979106,177.035502
96,SS11,11,213,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97781188,177.0375193
2770,SS11a,11,214,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97836541,177.0384486
97,SS12,11,205,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.979092,177.038253
446,SS13,11,206,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.979702,177.03741
447,SS14,11,207,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.980038,177.03638
448,SS15,11,208,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.980553,177.03548
449,SS16,11,209,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98085,177.03448
450,SS17,11,210,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.980972,177.03352
451,SS18,11,211,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98095,177.03235
452,SS19,11,212,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9811,177.03139
6,SS20,11,213,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
5,SS21,11,214,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
4,SS22,11,215,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.981693,177.02951
3,SS23,11,216,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98272,177.02971
2,SS24,11,217,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.98366,177.0306
931,ST01,61,601,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0433556,177.1136758
932,ST02,61,602,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.044703,177.113429
933,ST03,61,603,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0436436,177.1123932
934,ST04,61,604,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0439047,177.1107484
935,ST05,61,605,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0435521,177.1091148
936,ST06,61,606,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0428314,177.107721
937,ST07,61,607,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0420533,177.1063027
938,ST08,61,608,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0431611,177.10523
939,ST09,61,609,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0440439,177.1039347
940,ST10,61,610,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0449309,177.1025319
3470,ST100,61,700,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3469,ST101,61,701,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3468,ST102,61,702,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3467,ST103,61,703,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
941,ST11,61,611,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0448662,177.1010939
942,ST12,61,612,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0435784,177.1007014
943,ST13,61,613,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0440076,177.0995942
944,ST14,61,614,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0438039,177.0979078
945,ST15,61,615,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0432328,177.0962842
946,ST16,61,616,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0420547,177.0955213
947,ST17,61,617,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0407587,177.0949588
948,ST18,61,618,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0396586,177.0940418
949,ST19,61,619,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0390778,177.0924826
950,ST20,61,620,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0394122,177.0907691
951,ST21,61,621,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0399147,177.0891944
952,ST22,61,622,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0411332,177.0882665
953,ST23,61,623,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
954,ST24,61,624,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0419359,177.085153
955,ST25,61,625,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0427834,177.0837732
956,ST26,61,626,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0426703,177.0820946
957,ST27,61,627,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.043072,177.0803914
958,ST28,61,628,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0435023,177.0787741
959,ST29,61,629,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0427213,177.0770069
960,ST30,61,630,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.042791,177.074887
961,ST31,61,631,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0442922,177.0748892
962,ST32,61,632,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0456388,177.0745955
963,ST33,61,633,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0469713,177.0739129
964,ST34,61,634,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0483981,177.074212
965,ST35,61,635,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0497836,177.0750892
966,ST36,61,636,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0512331,177.0755249
967,ST37,61,637,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0525461,177.0754975
968,ST38,61,638,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0539756,177.0752715
969,ST39,61,639,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0551441,177.0762585
970,ST40,61,640,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0566344,177.0759887
971,ST41,61,641,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2118,ST42,61,642,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2119,ST43,61,643,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2120,ST44,61,644,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2121,ST45,61,645,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2122,ST46,61,646,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2123,ST47,61,647,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
2124,ST48,61,648,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
